Emotions,Path
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-06-02-02-01-08.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-06-02-02-02-08.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-07-01-01-01-08.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-07-01-01-02-08.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-07-01-02-01-08.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-07-01-02-02-08.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-07-02-01-01-08.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-07-02-01-02-08.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-07-02-02-01-08.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-07-02-02-02-08.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-08-01-01-01-08.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-08-01-01-02-08.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-08-01-02-01-08.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-08-01-02-02-08.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-08-02-01-01-08.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-08-02-01-02-08.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-08-02-02-01-08.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_08/03-01-08-02-02-02-08.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-01-01-01-01-09.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-01-01-01-02-09.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-01-01-02-01-09.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-01-01-02-02-09.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-02-01-01-01-09.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-02-01-01-02-09.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-02-01-02-01-09.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-02-01-02-02-09.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-02-02-01-01-09.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-02-02-01-02-09.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-02-02-02-01-09.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-02-02-02-02-09.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-03-01-01-01-09.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-03-01-01-02-09.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-03-01-02-01-09.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-03-01-02-02-09.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-03-02-01-01-09.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-03-02-01-02-09.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-03-02-02-01-09.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-03-02-02-02-09.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-04-01-01-01-09.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-04-01-01-02-09.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-04-01-02-01-09.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-04-01-02-02-09.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-04-02-01-01-09.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-04-02-01-02-09.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-04-02-02-01-09.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-04-02-02-02-09.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-05-01-01-01-09.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-05-01-01-02-09.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-05-01-02-01-09.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-05-01-02-02-09.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-05-02-01-01-09.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-05-02-01-02-09.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-05-02-02-01-09.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-05-02-02-02-09.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-06-01-01-01-09.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-06-01-01-02-09.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-06-01-02-01-09.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-06-01-02-02-09.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-06-02-01-01-09.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-06-02-01-02-09.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-06-02-02-01-09.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-06-02-02-02-09.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-07-01-01-01-09.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-07-01-01-02-09.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-07-01-02-01-09.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-07-01-02-02-09.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-07-02-01-01-09.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-07-02-01-02-09.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-07-02-02-01-09.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-07-02-02-02-09.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-08-01-01-01-09.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-08-01-01-02-09.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-08-01-02-01-09.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-08-01-02-02-09.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-08-02-01-01-09.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-08-02-01-02-09.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-08-02-02-01-09.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_09/03-01-08-02-02-02-09.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-01-01-01-01-10.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-01-01-01-02-10.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-01-01-02-01-10.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-01-01-02-02-10.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-02-01-01-01-10.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-02-01-01-02-10.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-02-01-02-01-10.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-02-01-02-02-10.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-02-02-01-01-10.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-02-02-01-02-10.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-02-02-02-01-10.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-02-02-02-02-10.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-03-01-01-01-10.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-03-01-01-02-10.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-03-01-02-01-10.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-03-01-02-02-10.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-03-02-01-01-10.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-03-02-01-02-10.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-03-02-02-01-10.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-03-02-02-02-10.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-04-01-01-01-10.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-04-01-01-02-10.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-04-01-02-01-10.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-04-01-02-02-10.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-04-02-01-01-10.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-04-02-01-02-10.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-04-02-02-01-10.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-04-02-02-02-10.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-05-01-01-01-10.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-05-01-01-02-10.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-05-01-02-01-10.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-05-01-02-02-10.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-05-02-01-01-10.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-05-02-01-02-10.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-05-02-02-01-10.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-05-02-02-02-10.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-06-01-01-01-10.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-06-01-01-02-10.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-06-01-02-01-10.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-06-01-02-02-10.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-06-02-01-01-10.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-06-02-01-02-10.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-06-02-02-01-10.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-06-02-02-02-10.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-07-01-01-01-10.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-07-01-01-02-10.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-07-01-02-01-10.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-07-01-02-02-10.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-07-02-01-01-10.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-07-02-01-02-10.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-07-02-02-01-10.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-07-02-02-02-10.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-08-01-01-01-10.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-08-01-01-02-10.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-08-01-02-01-10.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-08-01-02-02-10.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-08-02-01-01-10.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-08-02-01-02-10.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-08-02-02-01-10.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_10/03-01-08-02-02-02-10.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-01-01-01-01-11.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-01-01-01-02-11.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-01-01-02-01-11.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-01-01-02-02-11.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-02-01-01-01-11.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-02-01-01-02-11.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-02-01-02-01-11.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-02-01-02-02-11.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-02-02-01-01-11.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-02-02-01-02-11.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-02-02-02-01-11.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-02-02-02-02-11.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-03-01-01-01-11.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-03-01-01-02-11.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-03-01-02-01-11.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-03-01-02-02-11.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-03-02-01-01-11.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-03-02-01-02-11.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-03-02-02-01-11.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-03-02-02-02-11.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-04-01-01-01-11.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-04-01-01-02-11.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-04-01-02-01-11.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-04-01-02-02-11.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-04-02-01-01-11.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-04-02-01-02-11.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-04-02-02-01-11.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-04-02-02-02-11.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-05-01-01-01-11.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-05-01-01-02-11.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-05-01-02-01-11.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-05-01-02-02-11.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-05-02-01-01-11.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-05-02-01-02-11.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-05-02-02-01-11.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-05-02-02-02-11.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-06-01-01-01-11.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-06-01-01-02-11.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-06-01-02-01-11.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-06-01-02-02-11.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-06-02-01-01-11.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-06-02-01-02-11.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-06-02-02-01-11.wav
fear,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-06-02-02-02-11.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-07-01-01-01-11.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-07-01-01-02-11.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-07-01-02-01-11.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-07-01-02-02-11.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-07-02-01-01-11.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-07-02-01-02-11.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-07-02-02-01-11.wav
disgust,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-07-02-02-02-11.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-08-01-01-01-11.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-08-01-01-02-11.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-08-01-02-01-11.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-08-01-02-02-11.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-08-02-01-01-11.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-08-02-01-02-11.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-08-02-02-01-11.wav
surprise,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_11/03-01-08-02-02-02-11.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-01-01-01-01-12.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-01-01-01-02-12.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-01-01-02-01-12.wav
neutral,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-01-01-02-02-12.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-02-01-01-01-12.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-02-01-01-02-12.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-02-01-02-01-12.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-02-01-02-02-12.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-02-02-01-01-12.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-02-02-01-02-12.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-02-02-02-01-12.wav
calm,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-02-02-02-02-12.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-03-01-01-01-12.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-03-01-01-02-12.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-03-01-02-01-12.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-03-01-02-02-12.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-03-02-01-01-12.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-03-02-01-02-12.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-03-02-02-01-12.wav
happy,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-03-02-02-02-12.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-04-01-01-01-12.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-04-01-01-02-12.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-04-01-02-01-12.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-04-01-02-02-12.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-04-02-01-01-12.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-04-02-01-02-12.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-04-02-02-01-12.wav
sad,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-04-02-02-02-12.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-05-01-01-01-12.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-05-01-01-02-12.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-05-01-02-01-12.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-05-01-02-02-12.wav
angry,C:\Neha\kaggle Projects\Ravdess\audio_speech_actors_01-24/Actor_12/03-01-05-02-01-01-12.wav
